FlexSite	UnitCode	Description	JAN	FEB	MAR	APR	MAY	JUN	JUL	AUG	SEP	OCT	NOV	DEC
BA14	5157	REFERRED BILIRUBIN, TOTAL	0	0	0	0	1	1	0	0	0	0	1	0
BA14	5158	REFERRED BILIRUBIN, DIRECT	0	0	0	0	1	1	0	0	0	0	1	0
BA14	5160	REFERRED GGT	0	0	0	0	0	0	0	2	0	0	0	0
BA14	5161	REFERRED SGOT (AST)	0	0	0	0	0	0	0	1	0	0	4	0
BA14	5162	REFERRED SGPT (ALT)	0	0	0	0	0	1	2	1	0	0	4	0
BA14	5163	REFERRED LDH	0	0	0	0	0	0	0	0	0	1	0	0
BA14	5164	REFERRED CPK	0	0	1	0	0	0	0	0	0	0	0	1
BA14	5165	REFERRED COMPREHENSIVE METABOLIC PROFILE	7	2	1	2	1	4	22	2	0	1	0	2
BA14	5166	REFERRED AMYLASE	1	1	0	0	0	1	0	1	0	0	0	1
BA14	5168	REFERRED CKMB	0	0	1	0	0	0	0	1	0	0	0	0
BA14	5169	REFERRED TROPONIN I	0	0	0	0	0	0	0	1	0	0	0	0
BA14	5192	REFERRED BLOOD TYPE AND RH	0	0	23	0	0	10	0	1	12	0	4	0
BA14	5196	REFERRED URINE CULTURE	1	0	0	7	3	3	2	1	0	1	3	2
BA14	5232	REFERRED VANCOMYCIN, TROUGH	0	0	0	0	0	0	0	1	0	0	0	0
BA14	871861	CHARGE REFERRAL SENSITIVITY	0	0	0	3	0	0	0	0	0	1	0	0
BR1	115	ELECTROLYTE PANEL	1	0	0	0	0	0	0	0	0	1	2	0
BR1	119	THYROID II PROFILE (T3U, T4, T7, TSH)	2	2	1	1	0	0	0	0	1	1	1	0
BR1	132	BV CROSSMATCH 2 UNITS	1	1	0	0	1	0	1	0	2	0	0	1
BR1	142	BASIC METABOLIC PANEL	56	40	44	35	55	63	42	56	40	35	52	51
BR1	145	BASIC METABOLIC PROFILE + e-GFR	1	1	0	0	0	0	0	0	0	0	0	0
BR1	173	LIPID PANEL	6	8	7	3	3	4	5	8	12	9	5	6
BR1	174	LIPID PANEL WITH REFLEX DIRECT LDL	0	0	0	0	0	0	0	1	1	1	0	2
BR1	329	GLUCOSE, 1 HR, GESTATIONAL SCREEN, 50 GM LOAD	0	0	0	0	1	0	0	0	0	0	0	0
BR1	391	ARTHRITIS PROFILE	0	0	0	0	0	0	0	0	1	0	0	0
BR1	410	BILIRUBIN, NEWBORN, TOTAL AND DIRECT	0	0	0	1	0	0	0	0	0	0	2	0
BR1	438	FSH + LH PROFILE	0	0	0	0	0	0	0	0	0	1	0	0
BR1	514	OBSTETRIC PANEL	0	1	0	0	0	0	0	0	0	0	0	0
BR1	600	WILD 1	0	0	0	0	0	0	0	0	0	0	0	1
BR1	810	PATIENT RECORDS REQUEST, CURRENT	1	2	1	0	0	2	0	0	0	0	0	1
BR1	815	PATIENT RECORDS REQUEST, PREVIOUS	0	0	0	0	0	0	0	0	0	0	0	1
BR1	817	PATIENT RECORDS REQ, STANDING ORDER	0	0	0	0	0	0	0	0	0	0	0	1
BR1	902	PTH, INTACT, WITH CALCIUM, PHOSPHORUS, CREATININE	0	0	0	0	0	1	0	0	0	1	0	0
BR1	919	PHLEBOTOMY FEE, NON-CPL PATIENT	0	0	0	1	0	0	0	1	2	0	2	0
BR1	920	PHLEBOTOMY FEE - SINGLE	110	96	94	74	81	76	92	104	94	94	83	82
BR1	952	TIQ PATIENT IDENTIFIERS - BRYAN	2	0	0	0	0	0	0	0	1	0	2	0
BR1	991	UNLABELLED SPECIMEN	0	0	0	0	1	0	0	0	0	0	0	1
BR1	996	STANDING ORDER	30	29	31	25	23	21	33	28	23	34	23	18
BR1	997	 	0	4	5	1	3	0	2	1	6	3	3	0
BR1	998	MULTIPLE ORDERS	3	7	4	1	2	9	2	4	6	5	4	3
BR1	1000	CBC W/AUTO DIFF WITH PLATELETS	90	74	107	74	109	104	84	115	128	112	103	103
BR1	1007	CBC WITH MANUAL DIFFERENTIAL	1	0	1	0	0	0	0	0	0	0	0	1
BR1	1011	CBC WITH ABSOLUTE NEUTROPHIL COUNT	0	0	0	0	0	0	0	0	0	0	1	0
BR1	1014	CBC WITH ABSOLUTE WHITE BLOOD CELLS	0	0	0	0	1	1	0	0	0	0	0	0
BR1	1017	CBC WITH ABSOLUTE WBCS AND MPV	0	0	1	0	0	0	0	0	0	0	0	0
BR1	1022	PATHOLOGIST SMEAR REVIEW	0	1	0	0	1	0	1	0	0	1	1	0
BR1	1025	HEMOGLOBIN	1	2	1	1	0	2	0	0	0	0	0	0
BR1	1030	HEMATOCRIT	3	3	2	2	1	6	0	5	1	2	4	6
BR1	1035	HEMOGLOBIN AND HEMATOCRIT	1	0	1	0	1	3	1	1	1	1	0	0
BR1	1041	CBC W/O DIFF, WITH PLATELETS	44	45	37	31	32	29	33	50	41	45	44	25
BR1	1055	SEDIMENTATION RATE	11	6	6	9	13	8	11	9	29	11	8	5
BR1	1350	SEMEN STUDY	9	12	13	7	11	13	11	7	11	13	10	12
BR1	1385	SPERM EXAM, POST VASECTOMY	4	2	5	3	2	2	9	5	1	3	5	6
BR1	1410	FRUCTOSE, SEMEN	0	0	0	0	0	0	0	0	0	0	1	0
BR1	1425	PROTHROMBIN TIME (PT)	77	81	76	57	56	60	90	84	61	99	70	46
BR1	1430	PTT	37	37	36	26	30	31	40	39	27	57	45	23
BR1	1435	D-DIMER	0	0	2	0	0	1	1	0	0	0	1	0
BR1	1500	MANUAL MICROSCOPIC REFLEX	10	6	10	6	6	12	8	12	5	14	13	12
BR1	1501	URINALYSIS W/REFLEX MICRO	19	23	17	13	16	15	16	22	14	42	31	19
BR1	1502	 ICTO REFLEX	1	0	1	0	1	1	0	0	1	2	0	0
BR1	1505	URINALYSIS WITH MICROSCOPIC	3	1	0	2	1	0	0	0	1	0	0	2
BR1	1540	PREGNANCY TEST, URINE	0	1	2	0	1	0	1	1	0	0	1	1
BR1	1550	pH, BODY FLUID	0	0	0	0	0	0	0	0	0	0	1	0
BR1	1600	 PATHOLOGIST REVIEW OF BLOOD SMEAR	0	0	0	0	0	0	0	0	1	0	0	0
BR1	1727	ALMOND IgE	0	0	0	1	0	0	0	0	0	0	0	0
BR1	1736	BRAZIL NUT IgE	0	0	0	1	0	0	0	0	0	0	0	0
BR1	1742	CASHEW NUT IgE	0	0	0	1	0	0	0	0	0	0	0	0
BR1	1762	HAZEL NUT/FILBERT IgE	0	0	0	1	0	0	0	0	0	0	0	0
BR1	1778	PEANUT IgE**	0	0	0	1	0	0	0	0	0	0	0	0
BR1	1780	PECAN NUT IgE	0	0	0	1	0	0	0	0	0	0	0	0
BR1	1784	PISTACHIO NUT IgE	0	0	0	1	0	0	0	0	0	0	0	0
BR1	1806	WALNUT IgE	0	0	0	1	0	0	0	0	0	0	0	0
BR1	1838	COCONUT IgE	0	0	0	1	0	0	0	0	0	0	0	0
BR1	2012	REFERRED LACTIC ACID	0	0	0	0	1	0	0	0	0	0	0	0
BR1	2025	AMYLASE	3	1	3	2	4	0	3	1	1	3	2	2
BR1	2030	VAGINAL PATHOGENS DNA PANEL	0	0	0	0	0	0	0	1	0	0	2	0
BR1	2036	BILIRUBIN, DIRECT	0	1	0	0	1	0	0	0	0	22	7	0
BR1	2040	BILIRUBIN, TOTAL NEWBORN	1	1	2	0	0	1	0	0	0	3	0	0
BR1	2041	BILIRUBIN, DIRECT NB	0	0	0	0	0	1	0	0	0	0	0	0
BR1	2045	RANDOM GLUCOSE	0	0	0	0	0	0	1	0	0	0	0	0
BR1	2075	CK, TOTAL	2	5	4	1	2	3	5	1	5	1	3	5
BR1	2079	CREATININE CLEARANCE, 24 HR	0	0	0	0	1	0	0	0	0	0	0	0
BR1	2090	FERRITIN	1	0	1	0	0	1	1	3	2	3	1	1
BR1	2106	GLUCOSE 1 HR POST 50 GM	0	0	0	0	1	0	0	0	1	0	0	0
BR1	2111	GLUCOSE TOLERANCE, 3 HR, GESTATIONAL, DIAGNOSTIC, 100 GM LOAD	0	0	0	0	1	0	0	0	0	0	0	0
BR1	2118	IRON BINDING CAPACITY AND IRON AND % SATURATION	0	1	2	0	0	2	1	1	2	3	0	1
BR1	2119	LACTIC ACID, PLASMA	0	0	0	0	1	0	0	0	1	0	0	0
BR1	2124	LIPASE	4	7	7	4	8	5	3	5	2	6	5	8
BR1	2130	MAGNESIUM	4	0	4	2	2	2	0	2	2	1	2	3
BR1	2149	PROTEIN, 24 HOUR URINE	0	0	0	0	1	0	0	0	0	0	0	0
BR1	2159	PROTEIN/CREATININE RATIO, URINE, RANDOM	0	2	1	0	2	2	1	0	3	1	1	0
BR1	2201	ALBUMIN	0	0	1	0	1	0	0	0	0	0	0	0
BR1	2207	BILIRUBIN, TOTAL	0	0	0	0	0	0	0	1	0	0	0	0
BR1	2208	BUN	2	0	2	1	2	1	0	1	0	2	0	0
BR1	2209	CALCIUM	4	0	3	0	0	0	0	1	0	0	0	0
BR1	2214	CREATININE	15	19	17	15	21	23	16	17	25	24	23	25
BR1	2216	GGT	0	0	0	1	1	0	0	0	1	0	0	0
BR1	2217	GLUCOSE	0	1	0	0	1	1	0	0	0	0	0	1
BR1	2218	AST	0	0	0	0	1	0	0	0	0	0	0	0
BR1	2222	IRON, SERUM	0	0	0	0	0	0	0	1	0	1	0	0
BR1	2224	LDH	0	0	0	0	4	0	2	2	1	1	0	2
BR1	2227	PHOSPHORUS	0	0	2	0	2	2	0	1	0	21	8	2
BR1	2228	POTASSIUM	0	1	0	0	1	2	1	0	2	0	0	0
BR1	2231	SODIUM	0	0	1	0	0	0	0	0	0	0	0	0
BR1	2232	TRIGLYCERIDES	0	0	0	0	0	0	0	1	0	0	0	0
BR1	2233	URIC ACID	1	0	3	0	3	0	2	0	3	0	0	2
BR1	2236	CALCIUM, IONIZED	2	0	0	0	0	1	0	0	0	0	0	0
BR1	2326	 ARTERIAL BLOOD GASES	0	0	1	0	0	0	0	0	0	0	0	0
BR1	2606	PSA, TOTAL	1	2	0	0	0	2	1	2	1	2	0	0
BR1	2608	PSA, TOTAL, MEDICARE SCREEN	0	1	0	0	0	0	1	0	1	0	0	0
BR1	2625	AFP, TUMOR MARKER	0	1	0	0	0	0	0	0	0	0	1	0
BR1	2645	CEA	1	0	0	0	0	0	0	0	0	0	1	1
BR1	2655	CORTISOL, RANDOM	0	0	0	0	0	0	1	0	1	0	0	0
BR1	2675	ESTRADIOL	0	0	0	1	0	0	0	1	1	1	0	1
BR1	2695	FOLIC ACID	0	1	0	0	0	0	0	0	1	0	0	0
BR1	2700	FOLLICLE STIM HORMONE	0	0	1	0	0	0	0	0	1	0	0	0
BR1	2708	HEMOGLOBIN A1c	5	7	3	1	4	5	3	6	6	3	3	6
BR1	2713	HCG, QUANTITATIVE	22	17	17	15	8	15	12	26	11	13	20	22
BR1	2714	HCG, QUALITATIVE	6	0	7	5	5	7	5	12	4	2	2	11
BR1	2725	HEPATITIS A TOTAL AB REFLEX TO IgM	0	0	0	0	0	1	0	0	0	0	0	0
BR1	2737	HEPATITIS B SURFACE AB	0	0	0	0	0	2	0	0	0	0	0	0
BR1	2739	HEPATITIS B SURF AG	0	2	0	0	0	1	3	1	0	0	1	0
BR1	2750	IMMUNOGLOBULINS, IgA, IgG, IgM	0	0	1	0	0	0	0	0	0	0	0	0
BR1	2754	IgG SUBCLASSES	0	0	1	0	0	0	0	0	0	0	0	0
BR1	2760	INSULIN	0	0	0	0	0	0	1	0	0	0	0	1
BR1	2776	LUTEINIZING HORMONE 	0	0	0	0	0	0	0	0	1	0	0	0
BR1	2790	PROGESTERONE	3	2	3	2	1	0	1	1	1	1	1	2
BR1	2800	PROLACTIN	0	0	1	0	0	0	1	0	0	0	0	0
BR1	2805	PROTEIN ELECTROPHORESIS, SERUM	0	0	1	0	0	0	0	0	0	0	1	1
BR1	2809	PROTEIN ELECTROPHORESIS, URINE	0	0	0	0	0	0	0	0	0	0	0	1
BR1	2814	INTACT PTH	2	1	1	0	1	1	0	1	3	0	1	0
BR1	2818	T3 TOTAL	0	1	0	0	0	0	0	0	0	0	0	0
BR1	2819	T4 (THYROXINE)	0	0	1	0	0	0	0	0	0	0	1	0
BR1	2823	FREE T4 (THYROXINE)	4	1	6	2	1	2	2	2	3	3	3	2
BR1	2830	TESTOSTERONE	0	0	2	0	1	1	1	2	0	1	0	0
BR1	2834	TSH REFLEX TO FREE T4	3	4	2	0	1	3	1	1	1	4	1	1
BR1	2835	TSH	4	4	6	3	2	3	4	4	5	6	4	5
BR1	2836	TSH + FREE T4 PROFILE	1	0	2	1	1	2	1	0	0	1	0	2
BR1	2840	VITAMIN B-12	3	4	2	0	0	1	0	1	4	2	2	1
BR1	2955	VITAMIN B 12 AND FOLIC ACID	0	0	0	0	0	0	0	0	0	0	0	1
BR1	3001	ACETAMINOPHEN	0	0	0	0	0	1	0	0	0	0	0	0
BR1	3034	DIGOXIN	1	0	0	0	0	0	0	0	0	0	0	0
BR1	3040	ETHANOL, BLOOD	0	0	0	0	0	0	0	0	1	0	0	0
BR1	3103	VANCOMYCIN, TROUGH	6	0	3	1	0	1	2	2	0	0	0	4
BR1	3254	DRUG ABUSE PANEL 10 WITH OXYCODONE	0	0	0	0	0	0	0	0	0	0	1	0
BR1	3270	DRUG ABUSE SCREEN II	0	0	0	0	0	1	0	0	1	0	0	0
BR1	3500	RPR	0	4	0	0	0	2	1	0	0	0	0	0
BR1	3502	RPR REFLEX TO T. PALLIDUM - PA	0	0	0	0	0	0	3	1	0	0	1	0
BR1	3505	RHEUMATOID FACTOR, QUANT	3	1	1	0	1	1	1	1	0	0	1	0
BR1	3521	SICKLE CELL RFLX ELECT	0	0	0	0	0	0	2	1	0	0	1	0
BR1	3528	REGIONAL GENTAMYCIN, TROUGH	0	0	0	0	0	0	0	0	0	1	0	0
BR1	3540	HIV 1/2 4TH GEN, RFLX CONF	0	5	0	0	1	1	3	2	1	0	1	0
BR1	3545	C-REACTIVE PROTEIN	6	3	4	3	4	4	6	3	26	6	4	4
BR1	3550	ANA (ANTI-NUCLEAR AB) WITH REFLEX TITER	2	1	0	0	1	4	4	1	2	2	2	1
BR1	3555	ASO TITER	2	0	0	0	0	0	1	0	0	0	0	0
BR1	3575	COMPLEMENT C3 AND C4	0	0	0	0	0	0	0	0	0	1	0	0
BR1	3580	COMPLEMENT C3	2	0	0	0	0	0	1	0	0	0	0	0
BR1	3585	COMPLEMENT C4	0	0	0	0	0	0	1	0	0	0	0	0
BR1	3605	LYME TOTAL ANTIBODY	0	0	0	0	0	1	0	0	0	0	0	0
BR1	3800	BLOOD GROUP (ABO) AND RH TYPE	38	45	16	17	16	12	15	12	9	11	11	15
BR1	3810	ANTIBODY SCREEN	19	20	7	18	18	10	14	12	7	7	11	10
BR1	4017	TROPONIN T	0	0	0	0	0	1	1	1	0	0	0	0
BR1	4019	CMV BY PCR, QUAL/QUANT	0	0	0	0	0	0	0	0	1	0	0	0
BR1	4141	HIV-1 QUANT, PCR	0	0	1	0	0	1	0	0	0	0	1	0
BR1	4187	CMV BY PCR, QUANT	0	0	0	0	0	0	0	1	0	0	0	0
BR1	4239	LEAD, BLOOD, VENIPUNCTURE	0	1	0	0	0	0	0	0	0	0	0	0
BR1	4258	SEROTONIN, SERUM	0	0	0	0	0	0	0	0	0	0	1	0
BR1	4268	AUTOIMMUNE ANTIBODY PROFILE	0	0	0	0	0	1	0	0	0	0	1	1
BR1	4272	TACROLIMUS	1	0	1	1	0	1	0	1	3	1	1	1
BR1	4273	FREE T3	2	2	2	0	1	2	1	1	1	0	2	2
BR1	4274	ULTRASENSITIVE TSH	0	1	0	0	0	0	1	0	0	0	1	1
BR1	4288	HOMOCYSTEINE	0	0	0	0	0	0	0	1	0	0	0	0
BR1	4418	MYOGLOBIN, URINE, QUANT	0	0	0	0	0	0	0	0	1	0	0	0
BR1	4489	REFERRED C-REACTIVE PROTEIN	1	0	1	1	2	0	1	0	2	1	2	1
BR1	4499	H. PYLORI AG, STOOL	0	0	0	0	0	0	0	0	0	0	1	0
BR1	4506	DNA DS ANTIBODY REFLEX FARR	0	0	0	0	0	0	0	0	0	1	0	0
BR1	4508	RUBEOLA IgG/IgM ANTIBODIES	0	0	0	0	0	0	0	0	1	0	0	0
BR1	4516	THYROGLOBULIN AB	0	0	0	0	0	0	0	0	0	0	1	0
BR1	4543	CYTOMEGALOVIRUS IgG/IgM PANEL	0	0	0	0	0	0	0	0	1	0	0	0
BR1	4550	EPSTEIN BARR PANEL (VCA IgG/IgM, EARLY, EBNA IgG)	0	0	0	0	0	0	0	0	1	0	0	0
BR1	4565	H. PYLORI IgG, QUAL	1	0	0	0	0	0	0	0	0	0	0	0
BR1	4567	PURKINJE/NEURONAL IgG AB WITH REFLEX	0	0	0	0	0	0	0	0	0	0	0	1
BR1	4592	HERPES SIMPLEX 1/2 IgG	1	0	0	0	0	0	0	0	0	0	0	0
BR1	4600	RUBELLA ANTIBODY SCREEN	0	1	0	0	0	0	2	1	0	0	1	0
BR1	4610	THYROID ANTIBODY GROUP (TPO + TG)	1	1	0	0	0	0	0	0	0	1	0	1
BR1	4642	EPSTEIN-BARR VCA IgG/IgM	0	0	0	1	0	0	0	0	0	0	0	0
BR1	4675	HEPATITIS C ANTIBODY	0	2	0	0	0	1	0	2	1	2	1	1
BR1	4718	GLIADIN AB, DEAMID. IgG	0	0	1	0	0	0	0	0	0	0	0	0
BR1	4772	REFERRED FREE T3	1	0	0	0	0	0	0	0	0	0	0	0
BR1	4779	REFERRED FREE T4	1	0	0	0	0	0	0	0	0	0	0	0
BR1	4807	THYROID STIMULATING IMM	0	1	0	0	0	0	0	0	0	0	0	0
BR1	4824	CANCER ANTIGEN 125	0	0	0	0	0	0	0	0	0	0	0	2
BR1	4825	CANCER ANTIGEN 27.29	1	0	0	0	0	0	0	0	0	0	0	1
BR1	4827	CANCER ANTIGEN 15-3	0	0	0	0	0	0	0	0	0	0	0	1
BR1	4864	HLA-B27	0	0	0	0	0	0	0	0	1	0	0	0
BR1	4873	CD4/CD8 LYMPHOCYTE ENUMERATION	0	0	0	0	0	1	0	0	0	0	1	0
BR1	4875	CD4 (T4) ENUMERATION	0	0	1	0	0	0	0	0	0	0	0	0
BR1	4891	MICROALBUMIN, RANDOM	0	0	0	0	0	0	0	1	0	0	0	0
BR1	4895	MICROALBUMIN/CREATININE, RANDOM AND RATIO	3	0	1	0	1	2	0	0	0	1	2	2
BR1	4909	PREALBUMIN	1	0	0	0	0	0	0	0	0	0	0	0
BR1	4920	IGF-1	0	0	1	0	0	0	0	0	0	0	0	0
BR1	4937	TESTOSTERONE, FREE/TOTAL WITH SHBG	0	0	0	0	0	0	0	0	1	1	1	0
BR1	4952	VITAMIN B1	0	1	0	0	0	0	0	0	0	0	1	0
BR1	4956	VITAMIN B-6	0	1	0	0	0	0	0	0	0	0	0	0
BR1	4958	VITAMIN D, 25 OH	11	4	5	0	2	2	2	2	5	6	5	3
BR1	4960	VITAMIN D,1,25-DIHYDROXY	0	0	0	0	1	0	0	0	0	0	0	0
BR1	4973	TOTAL BILE ACIDS	0	0	0	0	0	0	0	0	1	0	0	0
BR1	5000	MAGNESIUM, RBC	0	0	0	0	0	1	0	0	0	0	0	0
BR1	5032	REFERRED ROUTINE CULTURE	0	0	0	0	0	0	0	0	1	0	0	0
BR1	5042	BETA-HYDROXYBUTYRIC ACID	0	0	1	0	0	0	0	0	0	0	1	0
BR1	5050	REFERRED HCG, QUANTITATIVE	0	0	0	0	0	0	0	3	0	1	1	3
BR1	5053	REFERRED ESTRADIOL	0	1	0	1	1	0	1	2	2	1	6	3
BR1	5056	REFERRED PROGESTERONE	1	2	1	1	2	0	1	3	2	1	7	4
BR1	5070	REFERRED MYOGLOBIN	1	1	0	0	0	0	0	0	0	0	0	0
BR1	5075	REFERRED PROTEIN, URINE, 24 HR	3	1	2	0	1	0	0	0	0	0	1	0
BR1	5076	REFERRED URINE CREATININE	2	0	0	0	0	0	0	0	0	0	0	0
BR1	5083	HIGH SENSITIVITY CRP	0	0	1	1	0	0	0	2	0	0	0	0
BR1	5091	REFERRED TSH	1	1	0	0	0	0	0	0	0	0	0	1
BR1	5106	REFERRED URINE DRUG SCREEN	0	1	0	0	0	0	0	0	0	0	0	0
BR1	5108	REFERRED BLOOD ALCOHOL LEVEL	0	0	0	0	0	0	0	0	0	1	0	0
BR1	5124	REFERRED LIVER PROFILE	0	0	0	0	0	0	0	0	0	0	0	1
BR1	5125	REFERRED CBC	0	0	0	0	1	0	0	0	0	0	0	0
BR1	5126	REFERRED RETICULOCYTE COUNT	0	0	0	0	2	0	0	0	1	0	0	0
BR1	5127	REFERRED SEDIMENTATION RATE	0	0	0	0	0	0	0	0	1	0	0	0
BR1	5131	REFERRED BODY FLUID CELL COUNT	0	0	0	0	1	1	0	0	1	0	0	0
BR1	5132	REFERRED BODY FLUID CRYSTALS	0	0	0	0	1	1	0	0	1	0	0	0
BR1	5135	REFERRED BNP	0	1	0	0	0	1	0	0	0	0	1	0
BR1	5138	REFERRED BASIC METABOLIC PROFILE	0	0	0	0	1	1	0	0	1	1	0	1
BR1	5143	REFERRED URIC ACID	0	0	0	1	2	2	1	0	0	0	0	1
BR1	5148	REFERRED CALCIUM	0	0	0	0	0	0	0	0	0	1	0	0
BR1	5149	REFERRED PHOSPHORUS	0	0	0	0	1	0	0	0	0	1	0	0
BR1	5150	REFERRED MAGNESIUM	4	1	0	0	2	0	0	0	0	0	0	1
BR1	5154	REFERRED LIPID PROFILE	0	1	0	0	0	0	0	0	0	0	0	0
BR1	5157	REFERRED BILIRUBIN, TOTAL	0	0	0	0	0	0	0	0	0	1	0	0
BR1	5158	REFERRED BILIRUBIN, DIRECT	0	0	0	0	0	0	0	0	0	1	0	0
BR1	5163	REFERRED LDH	0	0	0	0	0	0	0	0	0	0	0	1
BR1	5164	REFERRED CPK	1	0	0	0	1	0	0	0	0	0	0	0
BR1	5165	REFERRED COMPREHENSIVE METABOLIC PROFILE	0	0	1	0	3	1	0	1	0	1	0	1
BR1	5168	REFERRED CKMB	1	0	0	0	0	0	0	0	0	0	0	0
BR1	5169	REFERRED TROPONIN I	1	0	0	0	0	0	0	0	0	0	0	0
BR1	5173	REFERRED LITHIUM	0	1	0	0	0	0	0	0	0	0	0	0
BR1	5175	REFERRED PHENYTOIN	0	0	0	0	1	0	0	0	0	0	0	0
BR1	5183	REFERRED GRAM STAIN	0	0	0	0	0	0	0	0	1	0	0	0
BR1	5184	REFERRED GROUP A STREP RAPID	0	1	0	0	0	0	0	1	1	0	0	0
BR1	5185	REFERRED MONONUCLEOSIS SCREEN	0	0	0	1	0	0	0	0	0	1	0	0
BR1	5189	REFERRED WET PREP	1	0	0	0	0	0	0	0	0	0	0	0
BR1	5191	REFERRED ANTIBODY SCREEN	0	0	0	0	0	0	0	0	1	0	0	0
BR1	5192	REFERRED BLOOD TYPE AND RH	0	0	0	0	0	0	0	0	0	0	1	0
BR1	5196	REFERRED URINE CULTURE	0	0	0	2	0	0	0	0	0	1	0	0
BR1	5199	REFERRED INFLUENZA A AND B	0	2	1	0	0	0	0	1	1	0	1	4
BR1	5249	CT/NG, TMA, SIMPLESWAB	1	0	0	0	0	0	0	0	0	0	0	0
BR1	5283	SIROLIMUS	0	0	0	0	1	0	0	0	0	0	0	0
BR1	5347	FREE LIGHT CHAINS, SERUM	0	0	0	0	0	0	0	0	0	0	0	1
BR1	5372	REGIONAL TROPONIN I	4	10	5	4	6	7	2	3	3	3	3	8
BR1	5373	REGIONAL MYOGLOBIN	1	1	2	0	0	0	2	0	0	0	1	0
BR1	5374	REGIONAL CKMB	3	6	4	1	2	2	4	2	0	1	1	2
BR1	5390	CCP IgG	0	0	1	0	0	0	0	0	0	0	0	0
BR1	5393	STREP PNEUMONIAE AB, 23 SEROTYPES	0	0	1	0	0	0	0	0	0	0	0	0
BR1	5397	GONORRHEA, TMA, URINE	0	0	0	0	0	1	0	0	0	0	0	0
BR1	5399	CHLAMYDIA, TMA, URINE	0	0	0	0	0	1	0	0	0	0	0	0
BR1	5405	EBV PCR QNT, PLASMA, SERUM, WB	0	0	0	0	0	0	0	1	0	0	0	0
BR1	5407	HEPARIN ANTI-Xa, LMWH	0	0	0	0	0	1	0	0	0	0	0	0
BR1	5443	MUMPS IgG AND IgM	3	0	0	0	0	0	0	0	0	0	0	0
BR1	5467	REFERRED CREATININE, RND URINE	0	0	0	0	0	1	0	0	0	0	1	0
BR1	5471	REFERRED PROTEIN, URINE, RND	0	0	0	0	0	1	0	0	0	0	0	0
BR1	5477	REGION X (TX,OK) IgE PANEL	0	0	0	0	0	1	0	0	0	0	0	0
BR1	5540	REFERRED DRUG SCREEN, URINE	0	0	0	0	0	0	0	0	0	1	0	0
BR1	5548	FOOD ALLERGY IgE PANEL	0	0	0	0	0	1	0	0	0	0	0	0
BR1	5585	B NATRIURETIC PEPTIDE	1	1	1	1	0	0	1	1	0	0	1	1
BR1	5591	H. PYLORI (BREATH)	0	1	1	0	0	0	0	1	0	0	0	0
BR1	5661	BK VIRUS PCR QUANT, BLOOD	0	0	0	0	0	0	0	1	0	0	0	0
BR1	5662	BK VIRUS PCR QUANT, URINE	0	0	0	0	0	0	0	1	0	0	0	0
BR1	5664	BASIC LYMPHOCYTE SUBSET + CD20	0	0	1	0	0	0	0	0	0	0	0	0
BR1	5783	CELIAC DISEASE GENOTYPE	0	0	0	0	0	0	0	0	0	1	0	0
BR1	5810	REFERRED T4, TOTAL	0	1	0	0	0	0	0	0	0	0	0	1
BR1	5814	REFERRED T3 UPTAKE	0	1	0	0	0	0	0	0	0	0	0	0
BR1	6007	CULTURE, ROUTINE	0	0	0	0	0	0	0	0	1	1	0	1
BR1	6010	CULTURE, ANAEROBIC	0	0	0	0	0	0	0	0	1	0	0	0
BR1	6013	CULTURE, BLOOD	0	1	0	3	0	0	0	0	1	0	1	0
BR1	6041	UA, MICROSCOPIC, REFLEX TO CULTURE	1	0	2	0	0	1	0	1	0	0	0	0
BR1	6042	CULTURE, STOOL	0	0	0	0	0	0	1	0	0	0	0	0
BR1	6049	CULTURE, URINE	5	3	3	4	4	2	1	1	1	2	3	7
BR1	6051	URINALYSIS (CULTURE IF INDICATED)	2	1	1	1	1	1	5	2	5	3	1	5
BR1	6077	CULTURE, FUNGUS NON-BLOOD OR SKIN	0	0	0	0	0	0	0	1	0	0	0	0
BR1	6079	CULTURE, STREP B - PREGNANCY	1	0	0	0	0	0	0	0	0	0	0	0
BR1	6089	CULTURE, URINE/SENSITIVITY ON ALL	1	0	0	0	0	1	0	0	0	0	0	1
BR1	6106	GRAM STAIN	0	0	0	0	0	0	0	0	1	0	0	0
BR1	6128	ACID FAST CULTURE	0	0	0	0	0	1	0	0	0	0	0	0
BR1	6394	HOMOGENIZATION, TISSUE CULTURE	0	0	0	0	0	1	0	0	0	0	0	0
BR1	6601	REFERRED D-DIMER QUANT	1	2	1	0	2	2	0	0	2	0	1	2
BR1	7008	OCCULT BLD,FECAL,IMMUNOASSAY DIAG	0	1	0	0	0	0	1	0	0	0	0	1
BR1	7505	QUANTIFERON TB GOLD	0	0	0	0	0	1	0	0	0	0	0	0
BR1	8953	TPC FROZEN SECTION	1	0	2	3	0	1	0	0	2	3	0	0
BR1	9150	HANDLING FEE I	0	0	0	0	0	0	0	1	0	0	0	0
BR1	9175	HEPATIC FUNCTION PANEL	1	1	4	3	5	5	0	1	3	3	5	4
BR1	9179	COMPREHENSIVE METABOLIC PANEL	26	28	40	23	27	23	28	26	60	48	32	29
BR1	9180	COMPREHENSIVE METABOLIC PANEL + e-GFR	1	1	3	0	0	2	1	0	0	2	0	3
BR1	9319	BUN/CREATININE RATIO	0	0	1	0	0	0	0	0	0	0	0	0
